Ortschaftsname;PLZ4;Zusatzziffer;ZIP_ID;Gemeindename;BFS-Nr;Kantonskürzel;Adressenanteil;E;N;Sprache;Validity
Warth;8532;00;4834;Warth-Weiningen;4621;TG;100 %;2708119.000;1271366.000;de;2008-07-01
Weiningen TG;8532;02;4836;Warth-Weiningen;4621;TG;98.795 %;2708946.000;1271850.000;de;2008-07-01
Weiningen TG;8532;02;4836;Herdern;4811;TG;1.205 %;2710031.000;1272889.000;de;2008-07-01
Herdern;8535;00;4837;Herdern;4811;TG;96.322 %;2710610.000;1273893.000;de;2008-07-01
Herdern;8535;00;4837;Hüttwilen;4821;TG;3.678 %;2710575.000;1275902.000;de;2008-07-01
Hüttwilen;8536;00;4838;Hüttwilen;4821;TG;98.378 %;2707710.000;1274140.000;de;2008-07-01
Hüttwilen;8536;00;4838;Herdern;4811;TG;1.475 %;2709179.000;1273557.000;de;2008-07-01
Hüttwilen;8536;00;4838;Warth-Weiningen;4621;TG;0.147 %;2708060.000;1272875.000;de;2008-07-01
Nussbaumen TG;8537;00;4840;Hüttwilen;4821;TG;100 %;2704528.000;1275935.000;de;2008-07-01
Uerschhausen;8537;02;6013;Hüttwilen;4821;TG;100 %;2703647.000;1273991.000;de;2008-07-01
Wiesendangen;8542;00;4841;Wiesendangen;298;ZH;99.781 %;2701582.000;1264510.000;de;2008-07-01
Wiesendangen;8542;00;4841;Winterthur;230;ZH;0.219 %;2701069.000;1265481.000;de;2008-07-01
Bertschikon;8543;00;5894;Wiesendangen;298;ZH;100 %;2704890.000;1264842.000;de;2008-07-01
Gundetswil;8543;01;8439;Wiesendangen;298;ZH;100 %;2704210.000;1266390.000;de;2008-07-01
Kefikon ZH;8543;02;8833;Wiesendangen;298;ZH;100 %;2704812.000;1267283.000;de;2008-07-01
Attikon;8544;00;4845;Wiesendangen;298;ZH;100 %;2702276.000;1265946.000;de;2008-07-01
Rickenbach ZH;8545;00;4844;Rickenbach (ZH);225;ZH;100 %;2702180.000;1267688.000;de;2008-07-01
Rickenbach Sulz;8545;01;8832;Rickenbach (ZH);225;ZH;99.532 %;2701633.000;1266323.000;de;2008-07-01
Rickenbach Sulz;8545;01;8832;Winterthur;230;ZH;0.468 %;2701106.000;1265693.000;de;2008-07-01
Islikon;8546;00;4847;Gachnang;4571;TG;100 %;2705767.000;1267014.000;de;2008-07-01
Kefikon TG;8546;02;5992;Gachnang;4571;TG;100 %;2705010.000;1267439.000;de;2008-07-01
Menzengrüt;8546;03;8237;Wiesendangen;298;ZH;100 %;2704092.000;1267422.000;de;2008-07-01
Gachnang;8547;00;4848;Gachnang;4571;TG;100 %;2706387.000;1266435.000;de;2008-07-01
Ellikon an der Thur;8548;00;4849;Ellikon an der Thur;218;ZH;100 %;2704397.000;1268948.000;de;2008-07-01
Felben-Wellhausen;8552;00;4850;Felben-Wellhausen;4561;TG;100 %;2713207.000;1270645.000;de;2008-07-01
Harenwilen;8553;02;5996;Hüttlingen;4590;TG;100 %;2717563.000;1270060.000;de;2008-07-01
Mettendorf TG;8553;03;5997;Hüttlingen;4590;TG;100 %;2715215.000;1270792.000;de;2008-07-01
Hüttlingen;8553;04;6063;Hüttlingen;4590;TG;100 %;2715928.000;1270849.000;de;2008-07-01
Eschikofen;8553;05;5995;Hüttlingen;4590;TG;100 %;2717896.000;1271158.000;de;2008-07-01
Müllheim-Wigoltingen;8554;00;4855;Wigoltingen;4951;TG;100 %;2718475.000;1272154.000;de;2008-07-01
Bonau;8554;03;4856;Wigoltingen;4951;TG;96.429 %;2720175.000;1271593.000;de;2008-07-01
Bonau;8554;03;4856;Amlikon-Bissegg;4881;TG;3.571 %;2719291.000;1271003.000;de;2008-07-01
Müllheim Dorf;8555;00;4857;Müllheim;4831;TG;100 %;2717573.000;1273586.000;de;2008-07-01
Wigoltingen;8556;00;4859;Wigoltingen;4951;TG;100 %;2719831.000;1273182.000;de;2008-07-01
Engwang;8556;02;6028;Wigoltingen;4951;TG;100 %;2721381.000;1273458.000;de;2008-07-01
Illhart;8556;03;6029;Wigoltingen;4951;TG;100 %;2720334.000;1275502.000;de;2008-07-01
Lamperswil TG;8556;04;7964;Wigoltingen;4951;TG;100 %;2720277.000;1274712.000;de;2008-07-01
Raperswilen;8558;00;4862;Raperswilen;4846;TG;97.826 %;2720915.000;1277436.000;de;2008-07-01
Raperswilen;8558;00;4862;Wäldi;4701;TG;2.174 %;2721808.000;1276851.000;de;2008-07-01
Märstetten;8560;00;4864;Märstetten;4941;TG;96.362 %;2722465.000;1272295.000;de;2008-07-01
Märstetten;8560;00;4864;Wigoltingen;4951;TG;3.638 %;2723010.000;1273738.000;de;2008-07-01
Ottoberg;8561;00;4869;Märstetten;4941;TG;100 %;2723839.000;1271932.000;de;2008-07-01
Hefenhausen;8564;00;7442;Wäldi;4701;TG;100 %;2722278.000;1275295.000;de;2008-07-01
Engwilen;8564;02;4873;Wäldi;4701;TG;89.27 %;2724504.000;1275413.000;de;2008-07-01
Engwilen;8564;02;4873;Wigoltingen;4951;TG;10.73 %;2723932.000;1274492.000;de;2008-07-01
Sonterswil;8564;03;6005;Wäldi;4701;TG;100 %;2723282.000;1275811.000;de;2008-07-01
Wäldi;8564;04;4874;Wäldi;4701;TG;100 %;2724388.000;1277204.000;de;2008-07-01
Lipperswil;8564;05;4860;Wäldi;4701;TG;100 %;2721623.000;1275142.000;de;2008-07-01
Wagerswil;8564;06;7443;Wigoltingen;4951;TG;100 %;2722242.000;1274303.000;de;2008-07-01
Hattenhausen;8564;07;7825;Wäldi;4701;TG;100 %;2722386.000;1276093.000;de;2008-07-01
Gunterswilen;8564;08;7850;Wäldi;4701;TG;100 %;2723141.000;1277394.000;de;2008-07-01
Hugelshofen;8565;00;4870;Kemmental;4666;TG;100 %;2726161.000;1273360.000;de;2008-07-01
Neuwilen;8566;00;4872;Kemmental;4666;TG;100 %;2727493.000;1275855.000;de;2008-07-01
Dotnacht;8566;02;4871;Kemmental;4666;TG;100 %;2728218.000;1273166.000;de;2008-07-01
Ellighausen;8566;04;6000;Kemmental;4666;TG;100 %;2727639.000;1275025.000;de;2008-07-01
Lippoldswilen;8566;05;6001;Kemmental;4666;TG;100 %;2725869.000;1274738.000;de;2008-07-01
Weinfelden;8570;00;4876;Weinfelden;4946;TG;99.213 %;2725784.000;1269748.000;de;2008-07-01
Weinfelden;8570;00;4876;Berg (TG);4891;TG;0.787 %;2728029.000;1270068.000;de;2008-07-01
Berg TG;8572;00;4881;Berg (TG);4891;TG;100 %;2730143.000;1271234.000;de;2008-07-01
Andhausen;8572;02;6019;Berg (TG);4891;TG;100 %;2730848.000;1271209.000;de;2008-07-01
Graltshausen;8572;03;6020;Berg (TG);4891;TG;100 %;2731064.000;1273248.000;de;2008-07-01
Guntershausen b. Berg;8572;04;6022;Berg (TG);4891;TG;100 %;2731629.000;1270623.000;de;2008-07-01
Siegershausen;8573;00;4884;Kemmental;4666;TG;100 %;2730040.000;1274792.000;de;2008-07-01
Alterswilen;8573;02;5998;Kemmental;4666;TG;100 %;2729037.000;1274683.000;de;2008-07-01
Altishausen;8573;03;5999;Kemmental;4666;TG;100 %;2730275.000;1273686.000;de;2008-07-01
Illighausen;8574;01;4886;Lengwil;4683;TG;100 %;2733002.000;1274091.000;de;2008-07-01
Oberhofen TG;8574;02;6352;Lengwil;4683;TG;100 %;2731956.000;1275607.000;de;2012-08-01
Lengwil;8574;03;9285;Lengwil;4683;TG;100 %;2731921.000;1276350.000;de;2012-08-01
Dettighofen (Lengwil);8574;04;9286;Lengwil;4683;TG;100 %;2732535.000;1275914.000;de;2012-08-01
Bürglen TG;8575;00;4888;Bürglen (TG);4911;TG;96.374 %;2729051.000;1268093.000;de;2008-07-01
Bürglen TG;8575;00;4888;Bussnang;4921;TG;3.34 %;2727708.000;1266397.000;de;2008-07-01
Bürglen TG;8575;00;4888;Weinfelden;4946;TG;0.286 %;2727763.000;1269210.000;de;2008-07-01
Istighofen;8575;01;6025;Bürglen (TG);4911;TG;100 %;2728625.000;1266853.000;de;2008-07-01
Mauren TG;8576;00;4889;Berg (TG);4891;TG;100 %;2729220.000;1269804.000;de;2008-07-01
Schönholzerswilen;8577;00;4890;Schönholzerswilen;4756;TG;100 %;2728133.000;1264175.000;de;2008-07-01
Amriswil;8580;00;4893;Amriswil;4461;TG;99.57 %;2739913.000;1267908.000;de;2008-07-01
Amriswil;8580;00;4893;Salmsach;4441;TG;0.43 %;2742144.000;1267559.000;de;2008-07-01
Sommeri;8580;03;4894;Sommeri;4446;TG;100 %;2739026.000;1270384.000;de;2008-07-01
Hagenwil b. Amriswil;8580;05;4896;Amriswil;4461;TG;93.578 %;2740756.000;1265915.000;de;2008-07-01
Hagenwil b. Amriswil;8580;05;4896;Muolen;3202;SG;6.422 %;2741285.000;1265861.000;de;2008-07-01
Hefenhofen;8580;07;5986;Hefenhofen;4416;TG;100 %;2741113.000;1269250.000;de;2008-07-01
Biessenhofen;8580;08;9346;Amriswil;4461;TG;100 %;2737100.000;1267732.000;de;2014-02-01
Schocherswil;8581;00;4898;Amriswil;4461;TG;100 %;2737723.000;1266811.000;de;2008-07-01
Dozwil;8582;00;4895;Dozwil;4406;TG;100 %;2741509.000;1271209.000;de;2008-07-01
Sulgen;8583;00;4902;Sulgen;4506;TG;100 %;2731601.000;1266913.000;de;2008-07-01
Götighofen;8583;01;4903;Sulgen;4506;TG;100 %;2733812.000;1266498.000;de;2008-07-01
Donzhausen;8583;02;4904;Sulgen;4506;TG;100 %;2732310.000;1268526.000;de;2008-07-01
Leimbach TG;8584;00;4906;Bürglen (TG);4911;TG;100 %;2731609.000;1269270.000;de;2008-07-01
Opfershofen TG;8584;01;4907;Bürglen (TG);4911;TG;80.992 %;2730649.000;1269419.000;de;2008-07-01
Opfershofen TG;8584;01;4907;Berg (TG);4891;TG;19.008 %;2730405.000;1270031.000;de;2008-07-01
Mattwil;8585;01;4913;Birwinken;4901;TG;100 %;2733026.000;1271197.000;de;2008-07-01
Happerswil;8585;02;4914;Birwinken;4901;TG;100 %;2734289.000;1271200.000;de;2008-07-01
Langrickenbach;8585;04;4916;Langrickenbach;4681;TG;100 %;2735982.000;1272134.000;de;2008-07-01
Zuben;8585;05;4917;Langrickenbach;4681;TG;100 %;2735210.000;1274508.000;de;2008-07-01
Schönenbaumgarten;8585;07;6003;Langrickenbach;4681;TG;100 %;2734726.000;1275218.000;de;2008-07-01
Herrenhof;8585;08;6004;Langrickenbach;4681;TG;100 %;2735810.000;1273423.000;de;2008-07-01
Birwinken;8585;09;6021;Birwinken;4901;TG;100 %;2732394.000;1271668.000;de;2008-07-01
Klarsreuti;8585;10;6023;Birwinken;4901;TG;100 %;2733450.000;1272173.000;de;2008-07-01
Erlen;8586;00;4921;Erlen;4476;TG;100 %;2734699.000;1268141.000;de;2008-07-01
Andwil TG;8586;02;4922;Birwinken;4901;TG;100 %;2733701.000;1269818.000;de;2008-07-01
Kümmertshausen;8586;03;4923;Erlen;4476;TG;94.554 %;2735729.000;1269936.000;de;2008-07-01
Kümmertshausen;8586;03;4923;Langrickenbach;4681;TG;5.446 %;2736770.000;1270613.000;de;2008-07-01
Riedt b. Erlen;8586;05;4924;Erlen;4476;TG;100 %;2733760.000;1267503.000;de;2008-07-01
Buchackern;8586;07;5987;Erlen;4476;TG;100 %;2735020.000;1266885.000;de;2008-07-01
Engishofen;8586;08;5988;Erlen;4476;TG;100 %;2736376.000;1268987.000;de;2008-07-01
Ennetaach;8586;09;5989;Erlen;4476;TG;100 %;2733875.000;1268057.000;de;2008-07-01
Buch b. Kümmertshausen;8586;10;7444;Birwinken;4901;TG;100 %;2735214.000;1270424.000;de;2008-07-01
Oberaach;8587;00;4925;Amriswil;4461;TG;100 %;2737692.000;1269014.000;de;2008-07-01
Zihlschlacht;8588;00;4899;Zihlschlacht-Sitterdorf;4511;TG;100 %;2736969.000;1264976.000;de;2008-07-01
Sitterdorf;8589;00;4900;Zihlschlacht-Sitterdorf;4511;TG;100 %;2736259.000;1263134.000;de;2008-07-01
Romanshorn;8590;00;4926;Romanshorn;4436;TG;99.946 %;2745290.000;1270109.000;de;2008-07-01
Romanshorn;8590;00;4926;Uttwil;4451;TG;0.054 %;2744160.000;1271300.000;de;2008-07-01
Uttwil;8592;00;4931;Uttwil;4451;TG;100 %;2743235.000;1272010.000;de;2008-07-01
Kesswil;8593;00;4932;Kesswil;4426;TG;100 %;2741489.000;1273099.000;de;2008-07-01
Güttingen;8594;00;4933;Güttingen;4656;TG;100 %;2739180.000;1274382.000;de;2008-07-01
Altnau;8595;00;4934;Altnau;4641;TG;100 %;2736984.000;1275143.000;de;2008-07-01
Scherzingen;8596;00;4935;Münsterlingen;4691;TG;100 %;2734296.000;1277089.000;de;2008-07-01
Münsterlingen;8596;01;8127;Münsterlingen;4691;TG;100 %;2734927.000;1277174.000;de;2008-07-01
Landschlacht;8597;00;4937;Münsterlingen;4691;TG;100 %;2735910.000;1276730.000;de;2008-07-01
Bottighofen;8598;00;4938;Bottighofen;4643;TG;99.758 %;2732999.000;1277744.000;de;2008-07-01
Bottighofen;8598;00;4938;Kreuzlingen;4671;TG;0.242 %;2732547.000;1277595.000;de;2008-07-01
Salmsach;8599;00;4930;Salmsach;4441;TG;100 %;2745302.000;1268764.000;de;2008-07-01
Dübendorf;8600;00;4939;Dübendorf;191;ZH;99.662 %;2689231.000;1250268.000;de;2008-07-01
Dübendorf;8600;00;4939;Schwerzenbach;197;ZH;0.179 %;2691458.000;1249639.000;de;2008-07-01
Dübendorf;8600;00;4939;Dietlikon;54;ZH;0.159 %;2689579.000;1251476.000;de;2008-07-01
Wangen b. Dübendorf;8602;00;4942;Wangen-Brüttisellen;200;ZH;100 %;2691092.000;1251796.000;de;2008-07-01
Schwerzenbach;8603;00;4943;Schwerzenbach;197;ZH;99.827 %;2691919.000;1248641.000;de;2008-07-01
Schwerzenbach;8603;00;4943;Dübendorf;191;ZH;0.173 %;2691222.000;1249057.000;de;2008-07-01
Volketswil;8604;00;4944;Volketswil;199;ZH;100 %;2693733.000;1249559.000;de;2008-07-01
Gutenswil;8605;00;4945;Volketswil;199;ZH;99.866 %;2696560.000;1249041.000;de;2008-07-01
Gutenswil;8605;00;4945;Uster;198;ZH;0.134 %;2696390.000;1248134.000;de;2008-07-01
Nänikon;8606;00;4946;Uster;198;ZH;100 %;2694592.000;1247316.000;de;2008-07-01
Greifensee;8606;02;4947;Greifensee;194;ZH;100 %;2693812.000;1247029.000;de;2008-07-01
Aathal-Seegräben;8607;00;4949;Seegräben;119;ZH;94.73 %;2700305.000;1243625.000;de;2008-07-01
Aathal-Seegräben;8607;00;4949;Mönchaltorf;196;ZH;5.27 %;2699835.000;1242939.000;de;2008-07-01
Bubikon;8608;00;4950;Bubikon;112;ZH;99.419 %;2704341.000;1236248.000;de;2008-07-01
Bubikon;8608;00;4950;Dürnten;113;ZH;0.581 %;2705300.000;1236122.000;de;2008-07-01
Uster;8610;00;4951;Uster;198;ZH;100 %;2696681.000;1244978.000;de;2008-07-01
Bertschikon (Gossau ZH);8614;00;4955;Gossau (ZH);115;ZH;100 %;2699742.000;1242026.000;de;2008-07-01
Sulzbach;8614;02;5736;Uster;198;ZH;100 %;2698774.000;1242764.000;de;2008-07-01
Wermatswil;8615;00;4956;Uster;198;ZH;100 %;2698490.000;1246620.000;de;2008-07-01
Freudwil;8615;02;8010;Uster;198;ZH;100 %;2697772.000;1247958.000;de;2008-07-01
Riedikon;8616;00;4957;Uster;198;ZH;100 %;2696308.000;1243112.000;de;2008-07-01
Mönchaltorf;8617;00;4958;Mönchaltorf;196;ZH;99.042 %;2696971.000;1240671.000;de;2008-07-01
Mönchaltorf;8617;00;4958;Gossau (ZH);115;ZH;0.752 %;2698067.724;1240667.582;de;2008-07-01
Mönchaltorf;8617;00;4958;Uster;198;ZH;0.205 %;2697992.000;1242603.000;de;2008-07-01
Oetwil am See;8618;00;4959;Oetwil am See;157;ZH;99.416 %;2697154.000;1236482.000;de;2008-07-01
Oetwil am See;8618;00;4959;Männedorf;155;ZH;0.584 %;2696395.000;1235763.000;de;2008-07-01
Wetzikon ZH;8620;00;4960;Wetzikon (ZH);121;ZH;100 %;2702398.000;1242417.000;de;2008-07-01
Wetzikon ZH;8623;00;4965;Wetzikon (ZH);121;ZH;99.789 %;2704022.000;1243303.000;de;2008-07-01
Wetzikon ZH;8623;00;4965;Pfäffikon;177;ZH;0.211 %;2704058.000;1243954.000;de;2008-07-01
Grüt (Gossau ZH);8624;00;4966;Gossau (ZH);115;ZH;100 %;2701697.000;1240825.000;de;2008-07-01
Gossau ZH;8625;00;4967;Gossau (ZH);115;ZH;100 %;2699947.000;1240221.000;de;2008-07-01
Ottikon (Gossau ZH);8626;00;4968;Gossau (ZH);115;ZH;100 %;2701936.000;1238872.000;de;2008-07-01
Grüningen;8627;00;4969;Grüningen;116;ZH;99.753 %;2700169.000;1237506.000;de;2008-07-01
Grüningen;8627;00;4969;Gossau (ZH);115;ZH;0.124 %;2698235.000;1238313.000;de;2008-07-01
Grüningen;8627;00;4969;Hombrechtikon;153;ZH;0.124 %;2701361.000;1235882.000;de;2008-07-01
Rüti ZH;8630;00;4970;Rüti (ZH);118;ZH;99.695 %;2707185.000;1234918.000;de;2008-07-01
Rüti ZH;8630;00;4970;Rapperswil-Jona;3340;SG;0.222 %;2706914.000;1234182.000;de;2008-07-01
Rüti ZH;8630;00;4970;Dürnten;113;ZH;0.083 %;2707110.000;1235724.000;de;2008-07-01
Tann;8632;00;4971;Dürnten;113;ZH;100 %;2706790.000;1236081.000;de;2008-07-01
Wolfhausen;8633;00;4972;Bubikon;112;ZH;99.34 %;2702935.000;1234888.000;de;2008-07-01
Wolfhausen;8633;00;4972;Rapperswil-Jona;3340;SG;0.66 %;2704465.000;1234054.000;de;2008-07-01
Hombrechtikon;8634;00;4973;Hombrechtikon;153;ZH;99.965 %;2700839.000;1234221.000;de;2008-07-01
Hombrechtikon;8634;00;4973;Stäfa;158;ZH;0.035 %;2699625.000;1233226.000;de;2008-07-01
Dürnten;8635;00;4974;Dürnten;113;ZH;100 %;2707161.000;1237288.000;de;2008-07-01
Wald ZH;8636;00;4975;Wald (ZH);120;ZH;97.368 %;2711628.000;1237438.000;de;2008-07-01
Wald ZH;8636;00;4975;Eschenbach (SG);3342;SG;2.442 %;2713946.000;1238467.000;de;2008-07-01
Wald ZH;8636;00;4975;Rüti (ZH);118;ZH;0.109 %;2710940.000;1236312.000;de;2008-07-01
Wald ZH;8636;00;4975;Dürnten;113;ZH;0.081 %;2709887.000;1236576.000;de;2008-07-01
Laupen ZH;8637;00;4977;Wald (ZH);120;ZH;99.58 %;2712841.000;1236001.000;de;2008-07-01
Laupen ZH;8637;00;4977;Eschenbach (SG);3342;SG;0.42 %;2713529.000;1235642.000;de;2008-07-01
Goldingen;8638;00;4978;Eschenbach (SG);3342;SG;100 %;2715651.000;1236608.000;de;2008-07-01
Rapperswil SG;8640;00;4979;Rapperswil-Jona;3340;SG;100 %;2704865.000;1231734.000;de;2008-07-01
Hurden;8640;03;6624;Freienbach;1322;SZ;100 %;2702929.637;1230039.862;de;2008-07-01
Jona;8645;00;4984;Rapperswil-Jona;3340;SG;100 %;2705576.000;1232356.000;de;2008-07-01
Wagen;8646;00;4985;Rapperswil-Jona;3340;SG;100 %;2709417.000;1232435.000;de;2008-07-01
Küsnacht ZH;8700;00;4986;Küsnacht (ZH);154;ZH;100 %;2686909.000;1241651.000;de;2008-07-01
Zollikon;8702;00;4987;Zollikon;161;ZH;100 %;2685879.000;1243952.000;de;2008-07-01
Erlenbach ZH;8703;00;4990;Erlenbach (ZH);151;ZH;99.888 %;2687738.000;1239791.000;de;2008-07-01
Erlenbach ZH;8703;00;4990;Herrliberg;152;ZH;0.112 %;2688150.000;1238749.000;de;2008-07-01
Herrliberg;8704;00;4991;Herrliberg;152;ZH;100 %;2688959.000;1238295.000;de;2008-07-01
Meilen;8706;00;4992;Meilen;156;ZH;100 %;2691255.000;1236432.000;de;2008-07-01
Uetikon am See;8707;00;4994;Uetikon am See;159;ZH;100 %;2694035.000;1235852.000;de;2008-07-01
Männedorf;8708;00;4995;Männedorf;155;ZH;100 %;2695190.000;1234689.000;de;2008-07-01
Stäfa;8712;00;4996;Stäfa;158;ZH;100 %;2697529.000;1233209.000;de;2008-07-01
Uerikon;8713;00;4997;Stäfa;158;ZH;100 %;2699687.000;1232669.000;de;2008-07-01
Feldbach;8714;00;4998;Hombrechtikon;153;ZH;97.881 %;2702245.000;1233267.000;de;2008-07-01
Feldbach;8714;00;4998;Rapperswil-Jona;3340;SG;2.119 %;2703382.000;1233753.000;de;2008-07-01
Bollingen;8715;00;4999;Rapperswil-Jona;3340;SG;100 %;2710007.000;1230967.000;de;2008-07-01
Schmerikon;8716;00;5000;Schmerikon;3338;SG;99.623 %;2714164.000;1231746.000;de;2008-07-01
Schmerikon;8716;00;5000;Uznach;3339;SG;0.377 %;2715289.000;1231972.000;de;2008-07-01
Benken SG;8717;00;5001;Benken (SG);3312;SG;99.823 %;2718779.000;1228307.000;de;2008-07-01
Benken SG;8717;00;5001;Kaltbrunn;3313;SG;0.177 %;2718811.000;1229576.000;de;2008-07-01
Schänis;8718;00;5002;Schänis;3315;SG;100 %;2722081.000;1224425.000;de;2008-07-01
Kaltbrunn;8722;00;5003;Kaltbrunn;3313;SG;99.409 %;2720273.000;1230414.000;de;2008-07-01
Kaltbrunn;8722;00;5003;Schänis;3315;SG;0.591 %;2722257.000;1229180.000;de;2008-07-01
Rufi;8723;00;5004;Schänis;3315;SG;100 %;2722393.000;1226966.000;de;2008-07-01
Maseltrangen;8723;02;9111;Schänis;3315;SG;100 %;2722583.000;1228103.000;de;2010-07-01
Ernetschwil;8725;00;5005;Gommiswald;3341;SG;99.766 %;2718242.000;1233067.000;de;2008-07-01
Ernetschwil;8725;00;5005;Uznach;3339;SG;0.234 %;2717372.000;1232619.000;de;2008-07-01
Gebertingen;8725;02;6428;Gommiswald;3341;SG;98.507 %;2718645.000;1234828.000;de;2008-07-01
Gebertingen;8725;02;6428;Eschenbach (SG);3342;SG;1.493 %;2717914.659;1234443.700;de;2008-07-01
Ricken SG;8726;00;5006;Gommiswald;3341;SG;60.87 %;2720935.000;1235555.000;de;2008-07-01
Ricken SG;8726;00;5006;Wattwil;3379;SG;39.13 %;2722271.000;1236533.000;de;2008-07-01
Walde SG;8727;00;5007;Eschenbach (SG);3342;SG;100 %;2719383.000;1236735.000;de;2008-07-01
Uznach;8730;00;5008;Uznach;3339;SG;98.05 %;2717030.000;1231701.000;de;2008-07-01
Uznach;8730;00;5008;Schmerikon;3338;SG;0.953 %;2714908.507;1232485.849;de;2008-07-01
Uznach;8730;00;5008;Gommiswald;3341;SG;0.477 %;2718633.000;1232188.000;de;2008-07-01
Uznach;8730;00;5008;Tuggen;1347;SZ;0.52 %;2715965.000;1230562.000;de;2008-07-01
Neuhaus SG;8732;00;5009;Eschenbach (SG);3342;SG;100 %;2713914.000;1233657.000;de;2008-07-01
Eschenbach SG;8733;00;5010;Eschenbach (SG);3342;SG;100 %;2712246.000;1233364.000;de;2008-07-01
Ermenswil;8734;00;5011;Eschenbach (SG);3342;SG;92.141 %;2709530.000;1233782.000;de;2008-07-01
Ermenswil;8734;00;5011;Rapperswil-Jona;3340;SG;7.859 %;2709331.000;1233137.000;de;2008-07-01
St. Gallenkappel;8735;00;5012;Eschenbach (SG);3342;SG;100 %;2715708.000;1233916.000;de;2008-07-01
Rüeterswil;8735;02;5013;Eschenbach (SG);3342;SG;100 %;2717067.000;1235856.000;de;2008-07-01
Gommiswald;8737;00;5014;Gommiswald;3341;SG;100 %;2719960.000;1232542.000;de;2008-07-01
Uetliburg SG;8738;00;5015;Gommiswald;3341;SG;100 %;2720721.000;1233033.000;de;2008-07-01
Rieden SG;8739;00;5016;Gommiswald;3341;SG;100 %;2722108.000;1231476.000;de;2008-07-01
Glarus;8750;00;5018;Glarus;1632;GL;99.834 %;2723578.000;1211371.000;de;2008-07-01
Glarus;8750;00;5018;Glarus Süd;1631;GL;0.166 %;2724454.000;1209888.000;de;2008-07-01
Riedern;8750;02;5019;Glarus;1632;GL;100 %;2722498.000;1212183.000;de;2008-07-01
Klöntal;8750;03;5020;Glarus;1632;GL;98.731 %;2714123.000;1208788.000;de;2008-07-01
Klöntal;8750;03;5020;Muotathal;1367;SZ;1.269 %;2710831.000;1208534.000;de;2008-07-01
Urnerboden;8751;00;5022;Spiringen;1218;UR;100 %;2712001.000;1194519.000;de;2008-07-01
Näfels;8752;00;5023;Glarus Nord;1630;GL;100 %;2723007.000;1217639.000;de;2008-07-01
Mollis;8753;00;5025;Glarus Nord;1630;GL;100 %;2724258.000;1217071.000;de;2008-07-01
Netstal;8754;00;5026;Glarus;1632;GL;99.884 %;2722822.000;1213555.000;de;2008-07-01
Netstal;8754;00;5026;Glarus Nord;1630;GL;0.116 %;2723641.000;1214504.000;de;2008-07-01
Ennenda;8755;00;5027;Glarus;1632;GL;99.473 %;2724606.000;1210731.000;de;2008-07-01
Ennenda;8755;00;5027;Glarus Süd;1631;GL;0.527 %;2724507.000;1210005.000;de;2008-07-01
Mitlödi;8756;00;5028;Glarus Süd;1631;GL;100 %;2724769.000;1207996.000;de;2008-07-01
Filzbach;8757;00;5107;Glarus Nord;1630;GL;100 %;2728283.000;1220185.000;de;2008-07-01
Obstalden;8758;00;5106;Glarus Nord;1630;GL;100 %;2730241.000;1219601.000;de;2008-07-01
Schwanden GL;8762;00;5029;Glarus Süd;1631;GL;100 %;2724192.000;1206110.000;de;2008-07-01
Schwändi b. Schwanden;8762;02;5030;Glarus Süd;1631;GL;100 %;2723833.000;1207472.000;de;2008-07-01
Sool;8762;03;5031;Glarus Süd;1631;GL;100 %;2725354.000;1206731.000;de;2008-07-01
Engi;8765;00;5032;Glarus Süd;1631;GL;100 %;2730398.000;1204987.000;de;2008-07-01
Matt;8766;00;5034;Glarus Süd;1631;GL;100 %;2732210.000;1202552.000;de;2008-07-01
Elm;8767;00;5035;Glarus Süd;1631;GL;100 %;2731394.000;1197877.000;de;2008-07-01
Nidfurn;8772;00;5037;Glarus Süd;1631;GL;100 %;2722963.000;1205193.000;de;2008-07-01
Haslen GL;8773;00;5039;Glarus Süd;1631;GL;100 %;2723261.000;1204539.000;de;2008-07-01
Leuggelbach;8774;00;5947;Glarus Süd;1631;GL;100 %;2722215.000;1204103.000;de;2008-07-01
Luchsingen;8775;01;5040;Glarus Süd;1631;GL;100 %;2721480.000;1203023.000;de;2008-07-01
Hätzingen;8775;02;5042;Glarus Süd;1631;GL;100 %;2721648.000;1202353.000;de;2008-07-01
Diesbach GL;8777;00;5044;Glarus Süd;1631;GL;100 %;2721244.000;1201274.000;de;2008-07-01
Betschwanden;8777;02;5946;Glarus Süd;1631;GL;100 %;2720883.000;1200660.000;de;2008-07-01
Rüti GL;8782;00;5045;Glarus Süd;1631;GL;100 %;2720005.000;1199478.000;de;2008-07-01
Linthal;8783;00;5046;Glarus Süd;1631;GL;100 %;2718550.000;1197068.000;de;2008-07-01
Braunwald;8784;00;5047;Glarus Süd;1631;GL;100 %;2718687.000;1200246.000;de;2008-07-01
Thalwil;8800;00;5049;Thalwil;141;ZH;100 %;2684975.000;1238636.000;de;2008-07-01
Kilchberg ZH;8802;00;5050;Kilchberg (ZH);135;ZH;100 %;2683556.000;1242023.000;de;2008-07-01
Rüschlikon;8803;00;5051;Rüschlikon;139;ZH;99.94 %;2684243.000;1240160.000;de;2008-07-01
Rüschlikon;8803;00;5051;Kilchberg (ZH);135;ZH;0.06 %;2684350.000;1241101.000;de;2008-07-01
Au ZH;8804;00;5052;Wädenswil;293;ZH;100 %;2691487.000;1233147.000;de;2008-07-01
